canonical_name,display_name,type,occurrences,distinct_works,cross_work,page_refs,name_variants,description
verbena,verbena,ingredient,3,kieckhefer_clm849,,"62v|62v–65r|CLM 849, experiment no. 33",Verbena|verbena,function: sprinkled on stone circle in cemetery ritual
vernicius,vernicius,ingredient,1,kieckhefer_clm849,,108v,,function: component of chemical mixture
vervain,vervain,ingredient,1,kieckhefer_clm849,,p. 100,,role: aphrodisiac herb
virgin parchment,virgin parchment,ingredient,2,kieckhefer_clm849,,experiment no. 45|p. 79–80,,function: used in invisibility ritual no. 45
virgin parchment (calf / foal / deer),Virgin Parchment (Calf / Foal / Deer),ingredient,1,liber_juratus,,74-75,,"quote: ""formed on virgin parchment, either from a calf, foal, or deer."""
virgin wax,virgin wax,ingredient,2,kieckhefer_clm849,,p. 108,,"quote: """"Take virgin wax, rendered virginal by art [ceram virgineam, arte virginizatam ]..."""""
vitriolum,vitriolum,ingredient,1,kieckhefer_clm849,,108v,,function: component of chemical mixture
water,Water,ingredient,1,kieckhefer_clm849,,[58v],,function: used in divine invocation (cf. Christ's blood and water)
water and chalk,water and chalk,ingredient,1,kieckhefer_clm849,,experiment no. 15,,function: placed in jar #3 for flying throne ritual
white cloth,white cloth,ingredient,2,kieckhefer_clm849,,82,,function: used to wrap consecrated ring
white cloth (panno albo nouo),White cloth (panno albo nouo),ingredient,1,kieckhefer_clm849,,79v,,"quote: ""cum sangwine rubeo et involues earn in panno albo nouo"""
white dove,white dove,ingredient,6,kieckhefer_clm849,,experiment no. 45|fols 107v–108r|fols 8r–11v|p. 103–104|p. 79–80,,description: columbam totam albam · function: sacrificed in invisibility ritual no. 45 · role: sacrificial animal for love magic; sacrificed; blood used to inscribe image
white linen cloth,white linen cloth,ingredient,1,kieckhefer_clm849,,p. 375 (99v),,role: used to wipe boy’s nail
white linen shroud,white linen shroud,ingredient,1,kieckhefer_clm849,,27v,,"quote: ""Et predictum anulum bene teneas involutum in syndone albo."""
white or black horn,white or black horn,ingredient,1,kieckhefer_clm849,,p. 376 (100r),,role: material for knife handle
white thorn or floating wood,white thorn or floating wood,ingredient,1,kieckhefer_clm849,,p. 112,,"quote: """"it is necessary at the outset to seek out wood from a white thorn or wood floating on water, and make fire wi"""
white thorn wood,white thorn wood,ingredient,1,kieckhefer_clm849,,,,"quote: """"seek out wood from a white thorn or wood floating on water, and make fire with it"""""
avaris,Avaris,location,1,garnier_1909,,302,,"quote: """"Avaris' in that zone is said by Josephus to have been called in ancient theology a Typhonian City."""""
babylon,Babylon,location,1,garnier_1909,,50–52,,role: cradle of ancient Paganism
bunwell,Bunwell,location,1,kieckhefer_clm849,,"n/a (Norfolk trial, 1465)",,"quote: ""When a spiritus aerialis appeared, at Bunwell, they promised it the body of a Christian man in exchange for it"""
choir,Choir,location,1,liber_juratus,,187,,"quote: ""...enter the choir, in which he should sit."""
circle for aerial spirits,Circle for Aerial Spirits,location,1,liber_juratus,,297-298,,"quote: ""illi aerei apparent extra circulum in aere homine existente infra circulum, qui debet esse totus planus"""
circle for good angels,Circle for Good Angels,location,1,liber_juratus,,297-298,,"quote: ""debent apparere infra circulum, qui debet esse altus tribus pedibus et semis."""
circle for terrestrial spirits,Circle for Terrestrial Spirits,location,1,liber_juratus,,297-298,,"quote: ""ipsi apparent infra circulum concavum, profundum et rotundum"""
clm 849,Clm 849,location,1,kieckhefer_clm849,,"multiple (e.g., 85 note 17)",,role: Munich manuscript
clm 849 (munich handbook),CLM 849 (Munich Handbook),location,1,kieckhefer_clm849,,226–230,,"quote: ""The manuscript is from the first half of the fifteenth century, of unknown provenence... It is on paper..."""
consol,Consol,location,1,liber_juratus,,"259, 261",,"quote: ""if five, 5us versus consol"""
frigicap,Frigicap,location,2,liber_juratus,,"245|258, 263",,"quote: ""Frigicap, cold and damp, masculine, where the angels of Mercury dominate."""
fruit-bearing tree,fruit-bearing tree,location,2,kieckhefer_clm849,,p. 108–109,,"quote: """"go to a fruit-bearing tree, and the master should make a circle"""""
locus magistri,Locus magistri,location,1,kieckhefer_clm849,,p. before fol. 12r (mentioned in header),,"quote: ""The centre is labelled Locus magistri."""
munich handbook (clm 849),Munich Handbook (CLM 849),location,2,kieckhefer_clm849,,implied throughout Kieckhefer’s analysis,,role: source manuscript; source manuscript for the rituals
nogahem,Nogahem,location,1,liber_juratus,,"259, 263",,"quote: ""if sixth, 6us versus nogahem"""
northern part,Northern part,location,1,liber_juratus,,245,,"quote: ""Northern part, where the angels of Saturn dominate, earth cold and dry"""
place of the master,Place of the Master,location,1,kieckhefer_clm849,,p. 106,,"quote: ""The centre of the circle is labelled ‘Place of the Master’."""
primachia,Primachia,location,1,liber_juratus,,272-273,,description: Tartarean seat
quadriuium,quadriuium,location,2,kieckhefer_clm849,,"42v, 44v (No. 23, 26)|fol 43r",,function: place to consecrate Lylet’s mirror · role: ritual site for burying tools/spirits; crossroads
rawlinson ms d 252,Rawlinson MS D 252,location,1,kieckhefer_clm849,,84 (note 1),,role: manuscript source
samaym,Samaym,location,1,liber_juratus,,211,,description: the seat/First Heaven
sancta maria heremitta,Sancta Maria Heremitta,location,1,kieckhefer_clm849,,,,"quote: ""...one night with the aid of demons his master had a bridge constructed over a river in Bavaria at a place cal"""
sepulcrum hominis interfecti,sepulcrum hominis interfecti,location,1,kieckhefer_clm849,,42v (No. 23),,role: ritual site for Lilith mirror; burial place of murdered man
abdenago,Abdenago,person,1,kieckhefer_clm849,,168,,role: one of the three young men
abraham,Abraham,person,4,kieckhefer_clm849|liber_juratus|scot_1584,yes,"154, 157, 158|168|Page 243|[56r], [137r]",,description: Cited as the first inventor of dream exposition. · function: patriarch invoked in consecration prayers · role: patriarch
acrobius,Acrobius,person,1,scot_1584,,"Chapter 2, Page 241",,description: Recounts five differences of images or imaginations in sleep.
adam,Adam,person,2,kieckhefer_clm849|liber_juratus,yes,"157, 158|[58r]",,function: first man; invoked in consecration prayers
ade davie,Ade Davie,person,1,scot_1584,,[Page 141-142],,description: A Kentish woman who believed she had bargained her soul to the devil due to a melancholic episode. · role: subject of a case study
adversaries/betting_on_side_observers,adversaries/betting_on_side_observers,person,1,scot_1584,,"Chapter 27, Page 370",,"description: Part of a confederate network in card games, working to signal information to the player. · role: deceivers/signallers"
aelianus,Aelianus,person,1,scot_1584,,Chapter 18/Page 35/5,,description: Cited regarding seeing frogs and toads with earth-like parts.
agnolo di corso,Agnolo di Corso,person,1,kieckhefer_clm849,,p. 103,,role: magician who invoked Satan and Beelzebub
agrippa,Agrippa,person,2,scot_1584,,"Page 634, 635|page 211",,description: An author cited regarding the ability of necromancers to recall spirits within a year of death.; A cited author/magician whose experiences and declarations are used to validate certain magical effects.  · role: Author/Scholar
albert,Albert,person,1,scot_1584,,,,description: Attributed dreams to the influence of superior bodies.
alexander the great,Alexander the Great,person,1,garnier_1909,,56,,role: historical figure
alice kyteler,Alice Kyteler,person,1,kieckhefer_clm849,,p. 103,,role: woman accused of using demonic materials for erotic magic
ambrose,Ambrose,person,1,scot_1584,,page 461,,description: A father of the church who expounds on the meaning of spirit in Amos.
ant. houin,Ant. Houin,person,1,scot_1584,,Page 141,,description: A witch executed in 1565 who confessed to causing weather phenomena.
anthotiius prafensis,Anthotiius Prafensis,person,1,scot_1584,,page 467,,description: cardinal and legat for the pope throughout France. · role: cardinal
antoninus of florence,Antoninus of Florence,person,1,kieckhefer_clm849,,p. 79,,role: referenced for burning book emitting lamentation
apepi,Apepi,person,1,garnier_1909,,302,,role: Pharaoh who rejected Egyptian gods for Set alone
apollonius,Apollonius,person,2,ars_notoria,,"12, 13|31",,role: master of arts; Author/Commentator following Solomon's works
apuleius,Apuleius,person,2,garnier_1909|kieckhefer_clm849,yes,"210, 214–215|section 7, Demons and Daimons",,"role: source of daimon concept in Christian tradition; Roman writer, philosopher, magician"
aristotle,Aristotle,person,4,scot_1584,,"Page 136, Chapter 7|Page 243, Page 244|page 143|page 208, 209",,"description: A philosopher cited regarding the effects of melancholic passions.; Ancient Greek philosopher-physician, cited-as-a-source-of-stating-that-melancholy-causes-strange-effects-and-that-people-learn-strange-tongues.; A philosopher cited to provide a rational critique of reports of speaking beasts and moving images. · role: philosopher/physician; Philosopher/Critique"
asef caroth,Asef Caroth,person,1,kieckhefer_clm849,,[104v],,role: master/magister
augustine,Augustine,person,1,garnier_1909,,"57, 60",,role: Church Father
averroes,Averroes,person,1,scot_1584,,Page 243,,description: Attributed dreams to the imaginative sense.
avicen,Avicen,person,1,scot_1584,,Page 243,,description: Attributed dreams to the last intelligence that moves the moon.
babylonian king,Babylonian king,person,1,garnier_1909,,341,,"quote: ""the worship of the dead Babylonian king under similar forms"""
balaam,Balaam,person,1,garnier_1909,,219,,role: prophet granted true but morally ambiguous divinatory faculty
balthasar,Balthasar,person,1,kieckhefer_clm849,,165,,role: one of the three magi
benjamin rowe,Benjamin Rowe,person,1,ars_notoria,,"2, 3, 4",,role: transcriber/editor
bodin (jean bodin),Bodin (Jean Bodin),person,1,scot_1584,,Page 532,,"description: A writer who asserts there are day and night devils, and that the devil loves no salt in his meat."
bokte (tibetan/tartar ascetic),Bokte (Tibetan/Tartar ascetic),person,1,garnier_1909,,159,,"quote: ""Messrs Hue and Gabet report that they saw a Bokte rip open his own stomach in the Great Court of the Lamaserai"""
boy (puer virgineus),boy (puer virgineus),person,1,kieckhefer_clm849,,"p. 371 (97r), p. 375 (99v)",,role: medium/seer; must be legitimate-born and chaste
boy medium,boy medium,person,1,kieckhefer_clm849,,p. 118,,function: scrying medium
brother thomas asty,Brother Thomas Asty,person,1,kieckhefer_clm849,,p. 123,,"quote: ""learned that the culprit was one of the canons, Brother Thomas Asty."""
buddha,Buddha,person,1,garnier_1909,,p. 149,,role: recipient of five holy scriptures
c.s. lewis,C.S. Lewis,person,1,kieckhefer_clm849,,"section 7, Demons and Daimons",,role: coined term 'Lowerarchy' for infernal hierarchy
cadmus,Cadmus,person,1,garnier_1909,,52,,role: Phoenician teacher
caesarius of heisterbach,Caesarius of Heisterbach,person,1,kieckhefer_clm849,,"p. 209, n. 14",,role: preacher/narrator
calvin,Calvin,person,1,scot_1584,,page 68,,description: Reformer who referred to magicians as 'cousenors'.
calvine,Calvine,person,1,scot_1584,,Chapter 20/Page 358,,description: Cited as describing Pharaoh's magicians as jugglers.
cardanus (gerolamo cardano),Cardanus (Gerolamo Cardano),person,1,garnier_1909,,213,,"role: scholar, occultist"
carolus gallus,Carolus Gallus,person,1,scot_1584,,page 452,,description: Author whose writings on magic are mentioned in relation to Nero
caspar,Caspar,person,1,kieckhefer_clm849,,165,,role: one of the three magi
cecco d’ascoli,Cecco d’Ascoli,person,1,kieckhefer_clm849,,n/a (cited in Kieckhefer),,role: medieval scholar; Floron known from his writings
cedrenus,Cedrenus,person,1,garnier_1909,,58–59,,role: medieval chronicler
chaldeans,Chaldeans,person,1,garnier_1909,,51–52,,role: originators of astronomy/religion
child medium (puer/virgo iuvenis),Child medium (puer/virgo iuvenis),person,1,kieckhefer_clm849,,p.160–161,,role: medium in divinatory experiments
christ,Christ,person,1,scot_1584,,page 206,,"description: A central figure in the Christian context, used to discuss the nature of spirits and physical bodies. · nature: spirit vs flesh/bones"
chrysor (hephaestus),Chrysor (Hephaestus),person,1,garnier_1909,,"241, 243",,"role: Magician and sorcerer skilled in words, charms, divinations; Nephilim-descended"
cicero,Cicero,person,2,garnier_1909|scot_1584,yes,56|Page 243,,description: Confutes the vanity and folly of dream interpreters. · role: Roman writer
claire fanger,Claire Fanger,person,1,ars_notoria,,3,,role: scholar
clemens,Clemens,person,1,scot_1584,,Chapter 20/Page 358,,description: Cited regarding the magicians' works being prestigious shows rather than true miracles.
clement of alexandria,Clement of Alexandria,person,1,garnier_1909,,p. 197,,role: early Church Father
colonel townshend,Colonel Townshend,person,1,garnier_1909,,213–214,,"role: subject of medical observation, will-controlled death"
constantius africanus,Constantius Africanus,person,1,kieckhefer_clm849,,p. 78,,role: legendary figure associated with opal invisibility
cornelius agrippa,Cornelius Agrippa,person,2,scot_1584,,page 452,,description: An author whose views on demonology were influential during Scot's time.; Author whose writings on magic are mentioned in relation to Nero
cush,Cush,person,4,garnier_1909,,"60, 62–63|p. 183|p. 227|p. 372–373",,role: patriarch; human original of Hermes/Buddha/Woden; originator of postdiluvian idolatry
cushite race,Cushite race,person,1,garnier_1909,,"p. 134, p. 135",,"role: pre-Aryan inhabitants of India, Cushitic/Ethiopian origin"
cyprian of carthage,Cyprian of Carthage,person,1,garnier_1909,,p. 197,,role: early Church Father
cyril,Cyril,person,2,scot_1584,,page 456|page 466,,description: Cited regarding the use of oil as a metaphor for God's mercy.; Church father cited in defense of the Trinity.
daniel,Daniel,person,3,kieckhefer_clm849|liber_juratus|scot_1584,yes,"180|Page 241, Page 244, Page 249|[56r], [137r]",,description: Prophet known for interpreting dreams and receiving divine revelations. · function: invoked for deliverance from lions’ den
dati7natiis hispanus,Dati7natiis Hispanus,person,1,scot_1584,,Chapter 18/Page 355,,description: Claimed to be able to make creatures at will.
diodorus siculus,Diodorus Siculus,person,1,garnier_1909,,"56, 58",,role: Pagan historian
diviners / enchanters / necromancers,diviners / enchanters / necromancers,person,1,garnier_1909,,p. 378–379,,role: practitioners of spirit communication
egyptians,Egyptians,person,1,scot_1584,,Chapter 29,,"description: A group referred to as practicing 'fast or loose' (sleight of hand) and 'sortilegie' (sorcery), accused of using tricks to mimic magic. "
eleanor cobham,Eleanor Cobham,person,1,kieckhefer_clm849,,p. 211,,role: Duchess of Bedford
eleazar,Eleazar,person,1,scot_1584,,Chapter 28,,"description: A person whose feat of making a pot fall from a cupboard via 'words' is described as a miracle, though explained here as a trick with black thread. "
elisha,Elisha,person,1,garnier_1909,,219,,role: prophet with clairvoyant abilities
epiphanius,Epiphanius,person,1,garnier_1909,,59,,role: Christian bishop
erasmus,Erasmus,person,2,scot_1584,,Chapter 20/Page 358|page 361,,description: Author of a story regarding two Alcumysts and the phenomena of longation and curtation; Cited regarding the argument that witchcraft is old wives' fables.
erastus,Erastus,person,1,scot_1584,,page 68,,"description: A writer who defended certain aspects of magic, such as flying in the air."
